Collector (PI),field_number,Genus,Species,subspecies,needs_confirmation,order,sex,mass (g),date,Country,Department,Municipio,Locality,vereda,reserva,Latitude_Original,Longitude_Original,elevation,Ectoparasite_sample,Ectoparsite Sampling Method,Ecotparasite Box Location (Cold Storage),ectoparasites_box,lice_total,Ecomorph Notes,lice ages,feather_mites_total,ticks_total,flies_total,fleas_total,others,Column
GAM,1335,Sporophila,crassirostris,,,Passeriformes,U,15,Wed Mar 25 00:00:00 PDT 2015,Colombia,Meta,Puerto Gaitan,Puerto Gaitan,,,NA,NA,141,YES,,Universidad Icesi,"P2,H1",7,,ba-ad,0,0,0,,0,
GAM,A1 1789,Mionectes,striaticollis,,,Passeriformes,U,24.59,Wed Mar 25 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'51.5'',076°05'55.0'',1800,NO,,,,,,,,,,,,
GAM,A11793,Glyphorynchus,spirurus,,,Passeriformes,U,24.2,Wed Mar 25 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'51.5'',076°05'55.0'',1800,NO,,,,,,,,,,,,
GAM,B938,Tangara,icterocephala,,,Passeriformes,U,,Wed Mar 25 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'51.5'',076°05'55.0'',1800,NO,,,,,,,,,,,,
GAM,C938,Chlorospingus,semifuscus,,,Passeriformes,U,39.89,Wed Mar 25 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'51.5'',076°05'55.0'',1800,NO,,,,,,,,,,,,
GAM,C939,Tangara,icterocephala,,,Passeriformes,U,40,Wed Mar 25 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'51.5'',076°05'55.0'',1800,NO,,,,,,,,,,,,
GAM,C941,Iridosornis,porphyrocephalus,,,Passeriformes,U,48.21,Wed Mar 25 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'51.5'',076°05'55.0'',1800,NO,,,,,,,,,,,,
GAM,D539,Campylorhamphus,pusillus,,,Passeriformes,U,74.23,Wed Mar 25 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'51.5'',076°05'55.0'',1800,NO,,,,,,,,,,,,
GAM,E141,Entomodestes,coracinus,,,Passeriformes,U,113.36,Wed Mar 25 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'51.5'',076°05'55.0'',1800,NO,,,,,,,,,,,,
GAM,E142,Snowornis,cryptolophus,,,Passeriformes,U,174.35,Wed Mar 25 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'51.5'',076°05'55.0'',1800,NO,,,,,,,,,,,,
GAM,Left R2 + Right R4,Aglaiocercus,coelestis,,,Apodiformes,U,,Wed Mar 25 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'51.5'',076°05'55.0'',1800,NO,,,,,,,,,,,,
GAM,Left R4 + Right R2,Aglaiocercus,coelestis,,,Apodiformes,F,10.65,Wed Mar 25 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'51.5'',076°05'55.0'',1800,NO,,,,,,,,,,,,
GAM,Left R4 + Right R3,Phaethornis,syrmatophorus,,,Apodiformes,U,11.89,Wed Mar 25 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'51.5'',076°05'55.0'',1800,NO,,,,,,,,,,,,
GAM,Left R5 broken,Heliodoxa,imperatrix,,,Apodiformes,F,17.33,Wed Mar 25 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'51.5'',076°05'55.0'',1800,NO,,,,,,,,,,,,
GAM,Right R3,Urochroa,bougueri,,,Passeriformes,M,19.36,Wed Mar 25 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'51.5'',076°05'55.0'',1800,NO,,,,,,,,,,,,
GAM,Right R4,Heliodoxa,imperatrix,,,Apodiformes,F,17.68,Wed Mar 25 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'51.5'',076°05'55.0'',1800,NO,,,,,,,,,,,,
GAM,6,Sturnella,militaris,,,Passeriformes,U,51,Thu Mar 26 00:00:00 PDT 2015,Colombia,Meta,Puerto Gaitan,Puerto Gaitan,,,NA,NA,141,YES,,Universidad Icesi,"E1,J7",0,,0,0,1,0,,0,
GAM,20,Ramphocelus,carbo,,,Passeriformes,U,51,Thu Mar 26 00:00:00 PDT 2015,Colombia,Meta,Puerto Gaitan,Puerto Gaitan,,,NA,NA,141,YES,,Universidad Icesi,"P2,G8",4,,ba-ad,0,0,0,,0,
GAM,23,Calidris,minuta,,,Charadriiformes,U,21.5,Thu Mar 26 00:00:00 PDT 2015,Colombia,Meta,Puerto Gaitan,Puerto Gaitan,,,NA,NA,141,YES,,Universidad Icesi,"P2,G7",10,,ad,0,0,0,,0,
GAM,B2285,Elaenia,frantzii,,,Passeriformes,U,15.46,Thu Mar 26 00:00:00 PDT 2015,Colombia,Valle del cauca,La cumbre,chicoral,Chicoral,Resevafoestal protectora regional de Bitaco,3.33946,76.35105,2017,YES,,Universidad Icesi,"E2,76",0,,,0,0,,,1 Collembolo,
GAM,C771,Tangara,arthus,,,Passeriformes,U,20,Thu Mar 26 00:00:00 PDT 2015,Colombia,Valle del cauca,La cumbre,chicoral,Chicoral,Resevafoestal protectora regional de Bitaco,3.33847,76.34918,2173,YES,,Universidad Icesi,,0,,,0,0,,,0,
GAM,C772,Tangara,arthus,,,Passeriformes,U,19.75,Thu Mar 26 00:00:00 PDT 2015,Colombia,Valle del cauca,La cumbre,chicoral,Chicoral,Resevafoestal protectora regional de Bitaco,3.34046,76.34785,2111,YES,,Universidad Icesi,,0,,,0,0,,,0,
GAM,C773,Myiothlypis,coronatus,,,Passeriformes,U,20.03,Thu Mar 26 00:00:00 PDT 2015,Colombia,Valle del cauca,La cumbre,chicoral,Chicoral,Resevafoestal protectora regional de Bitaco,3.34065,76.34702,2107,YES,,Universidad Icesi,,0,,,0,0,,,0,
GAM,D225,Thamnophilus,unicolor,,,Passeriformes,F,25.66,Thu Mar 26 00:00:00 PDT 2015,Colombia,Valle del cauca,La cumbre,chicoral,Chicoral,Resevafoestal protectora regional de Bitaco,3.34046,76.34785,2111,YES,,Universidad Icesi,,0,,,0,0,,,0,
GAM,D226,Lepidicolaptes,lacrymiger,,,Passeriformes,U,32.07,Thu Mar 26 00:00:00 PDT 2015,Colombia,Valle del cauca,La cumbre,chicoral,Chicoral,Resevafoestal protectora regional de Bitaco,3.34065,76.34702,2107,YES,,Universidad Icesi,"E2,75",0,,,0,1,,,0,
GAM,D227,Lepidicolaptes,lacrymiger,,,Passeriformes,U,30.93,Thu Mar 26 00:00:00 PDT 2015,Colombia,Valle del cauca,La cumbre,chicoral,Chicoral,Resevafoestal protectora regional de Bitaco,3.34072,76.35192,1955,YES,,Universidad Icesi,,0,,,0,0,,,0,
GAM,A1 1789,Mionectes,striaticollis,,,Passeriformes,U,24.54,Thu Mar 26 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'51.5'',076°05'55.0'',1800,NO,,,,,,,,,,,,
GAM,A11794,Grallaricula,flavirostris,,,Passeriformes,U,40.96,Thu Mar 26 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'51.5'',076°05'55.0'',1800,NO,,,,,,,,,,,,
GAM,A11795,Mionectes,striaticollis,,,Passeriformes,M,27.21,Thu Mar 26 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'51.5'',076°05'55.0'',1800,NO,,,,,,,,,,,,
GAM,A879,Mionectes,striaticollis,,,Passeriformes,M,30.28,Thu Mar 26 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'51.5'',076°05'55.0'',1800,NO,,,,,,,,,,,,
GAM,C329,Premnoplex,brunnescens,,,Passeriformes,NA,NA,Thu Mar 26 00:00:00 PDT 2015,Colombia,Valle del cauca,La cumbre,chicoral,Chicoral,Resevafoestal protectora regional de Bitaco,3.34136,76.34949,2082,NO,,,,,,,,,,,,
GAM,C774,Catharus,ustulatus,,,Passeriformes,U,29.67,Thu Mar 26 00:00:00 PDT 2015,Colombia,Valle del cauca,La cumbre,chicoral,Chicoral,Resevafoestal protectora regional de Bitaco,3.33847,76.34918,2173,NO,,,,,,,,,,,,
GAM,C775,Catharus,ustulatus,,,Passeriformes,U,31.22,Thu Mar 26 00:00:00 PDT 2015,Colombia,Valle del cauca,La cumbre,chicoral,Chicoral,Resevafoestal protectora regional de Bitaco,3.33946,76.35105,2017,NO,,,,,,,,,,,,
GAM,D540,Bangsia,melanochlamys,,,Passeriformes,U,68.73,Thu Mar 26 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'51.5'',076°05'55.0'',1800,NO,,,,,,,,,,,,
GAM,E143,Bangsia,melanochlamys,,,Passeriformes,U,79.67,Thu Mar 26 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'51.5'',076°05'55.0'',1800,NO,,,,,,,,,,,,
GAM,E575,Atlapetes,albinucha,,,Passeriformes,U,35.36,Thu Mar 26 00:00:00 PDT 2015,Colombia,Valle del cauca,La cumbre,chicoral,Chicoral,Resevafoestal protectora regional de Bitaco,3.33946,76.35105,2017,NO,,,,,,,,,,,,
GAM,L + R R4 + Right R3,Aglaiocercus,coelestis,,,Apodiformes,F,10.22,Thu Mar 26 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'51.5'',076°05'55.0'',1800,NO,,,,,,,,,,,,
GAM,Left R1,Coeligena,wilsoni,,,Apodiformes,U,14.72,Thu Mar 26 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'51.5'',076°05'55.0'',1800,NO,,,,,,,,,,,,
GAM,Left R2 + Right R3,Aglaiocercus,coelestis,,,Apodiformes,F,9.84,Thu Mar 26 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'51.5'',076°05'55.0'',1800,NO,,,,,,,,,,,,
GAM,Left R3 + Right R4,Aglaiocercus,coelestis,,,Apodiformes,F,10.96,Thu Mar 26 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'51.5'',076°05'55.0'',1800,NO,,,,,,,,,,,,
GAM,NA,Adelomyia,melanogenys,,,Apodiformes,NA,NA,Thu Mar 26 00:00:00 PDT 2015,Colombia,Valle del cauca,La cumbre,chicoral,Chicoral,Resevafoestal protectora regional de Bitaco,3.34072,76.35192,1955,NO,,,,,,,,,,,,
GAM,NA,Coeligena,coeligena,,,Apodiformes,U,7,Thu Mar 26 00:00:00 PDT 2015,Colombia,Valle del cauca,La cumbre,chicoral,Chicoral,Resevafoestal protectora regional de Bitaco,3.34078,76.34894,2119,NO,,,,,,,,,,,,
GAM,NA,Boissonneaua,jardini,,,Apodiformes,U,9.16,Thu Mar 26 00:00:00 PDT 2015,Colombia,Valle del cauca,La cumbre,chicoral,Chicoral,Resevafoestal protectora regional de Bitaco,3.34078,76.34894,2119,NO,,,,,,,,,,,,
GAM,NA,Coeligena,coeligena,,,Apodiformes,U,6.62,Thu Mar 26 00:00:00 PDT 2015,Colombia,Valle del cauca,La cumbre,chicoral,Chicoral,Resevafoestal protectora regional de Bitaco,3.34136,76.34949,2082,NO,,,,,,,,,,,,
GAM,Right R4,Phaethornis,syrmatophorus,,,Apodiformes,U,10.38,Thu Mar 26 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'51.5'',076°05'55.0'',1800,NO,,,,,,,,,,,,
GAM,2,Ramphocelus,carbo,,,Passeriformes,U,23,Fri Mar 27 00:00:00 PDT 2015,Colombia,Meta,Puerto Gaitan,Puerto Gaitan,,,NA,NA,141,YES,,Universidad Icesi,"P2,G6",4,2 ecomorphs,ad,0,0,0,,0,
GAM,2,Chloroceryle,aenea,,,Coraciiformes,U,12.75,Fri Mar 27 00:00:00 PDT 2015,Colombia,Meta,Puerto Gaitan,Puerto Gaitan,,,NA,NA,141,YES,,Universidad Icesi,"E1,J8",0,,0,0,0,0,,endoparasito?,
GAM,2,Coccycua,minuta,,,Cuculiformes,U,34,Fri Mar 27 00:00:00 PDT 2015,Colombia,Meta,Puerto Gaitan,Puerto Gaitan,,,NA,NA,141,YES,,Universidad Icesi,"E1,J10",0,,0,0,0,0,,endoparasito?,
GAM,2,Chloroceryle,aenea,,,Coraciiformes,U,12.75,Fri Mar 27 00:00:00 PDT 2015,Colombia,Meta,Puerto Gaitan,Puerto Gaitan,,,NA,NA,141,YES,,Universidad Icesi,"E1,J8;P2,H4",3,,ba-ju-ad,0,0,0,,endoparasito?,
GAM,A11796,Henicorhina,sp.,,,Passeriformes,U,34.64,Fri Mar 27 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'46.5'',076°05'46.0'',1700,NO,,,,,,,,,,,,
GAM,A11797,Masius,chrysopterus,,,Passeriformes,M,20.38,Fri Mar 27 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'46.5'',076°05'46.0'',1700,NO,,,,,,,,,,,,
GAM,A11798,Masius,chrysopterus,,,Passeriformes,M,,Fri Mar 27 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'46.5'',076°05'46.0'',1700,NO,,,,,,,,,,,,
GAM,A11800,Masius,chrysopterus,,,Passeriformes,M,21.28,Fri Mar 27 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'46.5'',076°05'46.0'',1700,NO,,,,,,,,,,,,
GAM,A871,Glyphorynchus,spirurus,,,Passeriformes,U,27.53,Fri Mar 27 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'46.5'',076°05'46.0'',1700,NO,,,,,,,,,,,,
GAM,A873,Masius,chrysopterus,,,Passeriformes,U,25.27,Fri Mar 27 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'46.5'',076°05'46.0'',1700,NO,,,,,,,,,,,,
GAM,B939,Myadestes,ralloides,,,Passeriformes,U,56.45,Fri Mar 27 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'46.5'',076°05'46.0'',1700,NO,,,,,,,,,,,,
GAM,B940,Myadestes,ralloides,,,Passeriformes,U,60.78,Fri Mar 27 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'46.5'',076°05'46.0'',1700,NO,,,,,,,,,,,,
GAM,C940,Sclerurus,obscurior,,,Passeriformes,U,48.42,Fri Mar 27 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'46.5'',076°05'46.0'',1700,NO,,,,,,,,,,,,
GAM,C942,Catharus,minimus,,,Passeriformes,U,,Fri Mar 27 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'46.5'',076°05'46.0'',1700,NO,,,,,,,,,,,,
GAM,C945,Entomodestes,coracinus,,,Passeriformes,U,115.16,Fri Mar 27 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'46.5'',076°05'46.0'',1700,NO,,,,,,,,,,,,
GAM,L + R R2,Heliodoxa,imperatrix,,,Apodiformes,F,18.56,Fri Mar 27 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'46.5'',076°05'46.0'',1700,NO,,,,,,,,,,,,
GAM,L + R R2,Phaethornis,syrmatophorus,,,Apodiformes,U,13.42,Fri Mar 27 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'46.5'',076°05'46.0'',1700,NO,,,,,,,,,,,,
GAM,Left R2 + Right R3,Coeligena,wilsoni,,,Apodiformes,U,13.54,Fri Mar 27 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'46.5'',076°05'46.0'',1700,NO,,,,,,,,,,,,
GAM,Left R3 + Right R2,Coeligena,wilsoni,,,Apodiformes,U,12.15,Fri Mar 27 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'46.5'',076°05'46.0'',1700,NO,,,,,,,,,,,,
GAM,Left R4 + Right R2,Phaethornis,syrmatophorus,,,Apodiformes,U,11.84,Fri Mar 27 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'46.5'',076°05'46.0'',1700,NO,,,,,,,,,,,,
GAM,"Left R4 + Right R2,3",Aglaiocercus,coelestis,,,Apodiformes,F,,Fri Mar 27 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'46.5'',076°05'46.0'',1700,NO,,,,,,,,,,,,
GAM,"Left R4 + Right R2,3",Coeligena,wilsoni,,,Apodiformes,U,13.21,Fri Mar 27 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'46.5'',076°05'46.0'',1700,NO,,,,,,,,,,,,
GAM,Right R4,Heliodoxa,imperatrix,,,Apodiformes,M,16.09,Fri Mar 27 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'46.5'',076°05'46.0'',1700,NO,,,,,,,,,,,,
GAM,A2286,Diglossa,albilatera,,,Passeriformes,M,10.54,Sat Mar 28 00:00:00 PDT 2015,Colombia,Valle del cauca,La cumbre,chicoral,Chicoral,Resevafoestal protectora regional de Bitaco,3.34136,76.34949,2082,YES,,Universidad Icesi,,0,,,0,0,,,0,
GAM,E529,Cyphorhinus,thoracicus,,,Passeriformes,F,30.46,Sat Mar 28 00:00:00 PDT 2015,Colombia,Valle del cauca,La cumbre,chicoral,Chicoral,Resevafoestal protectora regional de Bitaco,3.34072,76.35192,1955,YES,,Universidad Icesi,,0,,,0,0,,,0,
GAM,A2084,Euphonia,xanthogaster,,,Passeriformes,M,13.37,Sat Mar 28 00:00:00 PDT 2015,Colombia,Valle del cauca,La cumbre,chicoral,Chicoral,Resevafoestal protectora regional de Bitaco,3.34078,76.34894,2119,NO,,,,,,,,,,,,
GAM,A2501,Mionectes,striaticollis,,,Passeriformes,F,26.87,Sat Mar 28 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'46.5'',076°05'46.0'',1700,NO,,,,,,,,,,,,
GAM,A2502,Pseudotriccus,pelzelni,,,Passeriformes,F,,Sat Mar 28 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'46.5'',076°05'46.0'',1700,NO,,,,,,,,,,,,
GAM,A2503,Grallaricula,flavirostris,,,Passeriformes,U,40.53,Sat Mar 28 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'46.5'',076°05'46.0'',1700,NO,,,,,,,,,,,,
GAM,B2287,Mionectes,striaticollis,,,Passeriformes,F,13.09,Sat Mar 28 00:00:00 PDT 2015,Colombia,Valle del cauca,La cumbre,chicoral,Chicoral,Resevafoestal protectora regional de Bitaco,3.33946,76.35105,2017,NO,,,,,,,,,,,,
GAM,B941,Sclerurus,obscurior,,,Passeriformes,U,60.78,Sat Mar 28 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'46.5'',076°05'46.0'',1700,NO,,,,,,,,,,,,
GAM,D426,Syndactyla,subalaris,,,Passeriformes,U,75.93,Sat Mar 28 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'46.5'',076°05'46.0'',1700,NO,,,,,,,,,,,,
GAM,E144,Entomodestes,coracinus,,,Passeriformes,U,105.2,Sat Mar 28 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'46.5'',076°05'46.0'',1700,NO,,,,,,,,,,,,
GAM,E41,Arremon,brunnescens,,,Passeriformes,U,94.94,Sat Mar 28 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'46.5'',076°05'46.0'',1700,NO,,,,,,,,,,,,
GAM,E559,Pipreola,riefferii,,,Passeriformes,M,51.2,Sat Mar 28 00:00:00 PDT 2015,Colombia,Valle del cauca,La cumbre,chicoral,Chicoral,Resevafoestal protectora regional de Bitaco,3.34065,76.34702,2107,NO,,,,,,,,,,,,
GAM,F534,Ampelioides,tschudii,,,Passeriformes,M,75.86,Sat Mar 28 00:00:00 PDT 2015,Colombia,Valle del cauca,La cumbre,chicoral,Chicoral,Resevafoestal protectora regional de Bitaco,3.33847,76.34918,2173,NO,,,,,,,,,,,,
GAM,Left R2,Aglaiocercus,coelestis,,,Apodiformes,M,,Sat Mar 28 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'46.5'',076°05'46.0'',1700,NO,,,,,,,,,,,,
GAM,Left R2 + Right R3,Coeligena,wilsoni,,,Apodiformes,U,13.64,Sat Mar 28 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'46.5'',076°05'46.0'',1700,NO,,,,,,,,,,,,
GAM,Left R4 + Right R2,Phaethornis,syrmatophorus,,,Apodiformes,U,,Sat Mar 28 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'46.5'',076°05'46.0'',1700,NO,,,,,,,,,,,,
GAM,NA,Haplophaedia,aureliae,,,Apodiformes,NA,NA,Sat Mar 28 00:00:00 PDT 2015,Colombia,Valle del cauca,La cumbre,chicoral,Chicoral,Resevafoestal protectora regional de Bitaco,3.33847,76.34918,2173,NO,,,,,,,,,,,,
GAM,NA,Coeligena,coeligena,,,Apodiformes,U,7.34,Sat Mar 28 00:00:00 PDT 2015,Colombia,Valle del cauca,La cumbre,chicoral,Chicoral,Resevafoestal protectora regional de Bitaco,3.34046,76.34785,2111,NO,,,,,,,,,,,,
GAM,E591,Scytalopus,spillmanni,,,Passeriformes,F,24.47,Mon Mar 30 00:00:00 PDT 2015,Colombia,Valle del cauca,La cumbre,chicoral,Chicoral,Resevafoestal protectora regional de Bitaco,3.34072,76.35192,1955,YES,,Universidad Icesi,,0,,,0,0,,,0,
GAM,A1 1798,Masius,chrysopterus,,,Passeriformes,U,20.61,Mon Mar 30 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'46.5'',076°05'46.0'',1700,NO,,,,,,,,,,,,
GAM,A1 1800,Masius,chrysopterus,,,Passeriformes,U,21.92,Mon Mar 30 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'46.5'',076°05'46.0'',1700,NO,,,,,,,,,,,,
GAM,A2504,Dysithamnus,occidentalis,,,Passeriformes,M,52.28,Mon Mar 30 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'46.5'',076°05'46.0'',1700,NO,,,,,,,,,,,,
GAM,B2288,Mionectes,striaticollis,,,Passeriformes,U,14.08,Mon Mar 30 00:00:00 PDT 2015,Colombia,Valle del cauca,La cumbre,chicoral,Chicoral,Resevafoestal protectora regional de Bitaco,3.34046,76.34785,2111,NO,,,,,,,,,,,,
GAM,C769,Basileuterus,tristriatus,,,Passeriformes,U,14.09,Mon Mar 30 00:00:00 PDT 2015,Colombia,Valle del cauca,La cumbre,chicoral,Chicoral,Resevafoestal protectora regional de Bitaco,3.34065,76.34702,2107,NO,,,,,,,,,,,,
GAM,E145,Habia,cristata,,,Passeriformes,M,74.67,Mon Mar 30 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'46.5'',076°05'46.0'',1700,NO,,,,,,,,,,,,
GAM,E574,Scytalopus,spillmanni,,,Passeriformes,U,22.95,Mon Mar 30 00:00:00 PDT 2015,Colombia,Valle del cauca,La cumbre,chicoral,Chicoral,Resevafoestal protectora regional de Bitaco,3.33946,76.35105,2017,NO,,,,,,,,,,,,
GAM,L + R R4,Eutoxeres,aquila,,,Apodiformes,U,22.2,Mon Mar 30 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'46.5'',076°05'46.0'',1700,NO,,,,,,,,,,,,
GAM,Left R2,Eutoxeres,aquila,,,Apodiformes,U,20.45,Mon Mar 30 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'46.5'',076°05'46.0'',1700,NO,,,,,,,,,,,,
GAM,Left R3 + Right R4,Haplophaedia,aureliae,,,Apodiformes,U,11.93,Mon Mar 30 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'46.5'',076°05'46.0'',1700,NO,,,,,,,,,,,,
GAM,Left R4 + Right R2,Phaethornis,syrmatophorus,,,Apodiformes,U,11.43,Mon Mar 30 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'46.5'',076°05'46.0'',1700,NO,,,,,,,,,,,,
GAM,NA,Basileuterus,tristriatus,,,Passeriformes,NA,NA,Mon Mar 30 00:00:00 PDT 2015,Colombia,Valle del cauca,La cumbre,chicoral,Chicoral,Resevafoestal protectora regional de Bitaco,3.34078,76.34894,2119,NO,,,,,,,,,,,,
GAM,NA,Phaethornis,syrmatophorus,,,Apodiformes,NA,NA,Mon Mar 30 00:00:00 PDT 2015,Colombia,Valle del cauca,La cumbre,chicoral,Chicoral,Resevafoestal protectora regional de Bitaco,3.34136,76.34949,2082,NO,,,,,,,,,,,,
GAM,A2507,Grallaricula,flavirostris,,,Passeriformes,U,36.64,Tue Mar 31 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'40.9'',076°05'37.5'',1600,YES,,Universidad Icesi,,0,,,0,0,,,0,
GAM,B2300,Basileuterus,tristriatus,,,Passeriformes,U,12.02,Tue Mar 31 00:00:00 PDT 2015,Colombia,Valle del cauca,La cumbre,chicoral,Chicoral,Resevafoestal protectora regional de Bitaco,3.34072,76.35192,1955,YES,,Universidad Icesi,,,,,,,,,,
